shap_row_id,source_row_index,dataset,target,fraud_probability,primary_prediction
158,32651,test,nonfraud,0.0961199787805032,1
159,32707,test,nonfraud,0.0692142257343393,1
160,32763,test,nonfraud,0.159054335074994,1
161,32769,test,fraud,0.109098973415968,1
162,32849,test,nonfraud,0.0866281591239975,1
163,32861,test,nonfraud,0.0728251287168409,1
164,32987,test,nonfraud,0.122601853065963,1
165,33117,test,nonfraud,0.0694386261162237,1
166,33142,test,nonfraud,0.0785529587935408,1
167,33144,test,nonfraud,0.0711656939008578,1
168,33164,test,nonfraud,0.0936859175297949,1
169,33476,test,nonfraud,0.0868267485370661,1
170,33560,test,nonfraud,0.193801324127878,1
171,33570,test,nonfraud,0.0721600190034081,1
172,33612,test,nonfraud,0.0718542662595502,1
173,34019,test,nonfraud,0.11393499957278,1
174,34419,test,nonfraud,0.100360353880736,1
175,34432,test,nonfraud,0.077992147473551,1
176,34749,test,nonfraud,0.109898573573765,1
177,34837,test,nonfraud,0.0748212706177489,1
178,34879,test,nonfraud,0.103149860284393,1
179,34968,test,nonfraud,0.109052140696225,1
180,35007,test,nonfraud,0.0956995920119939,1
181,35160,test,nonfraud,0.103479945598689,1
182,35577,test,nonfraud,0.0851405028896097,1
183,35657,test,nonfraud,0.0762291792142315,1
184,35658,test,nonfraud,0.107552744558628,1
185,35947,test,nonfraud,0.082843067438505,1
186,36330,test,nonfraud,0.158360659067497,1
187,36426,test,fraud,0.144201079406687,1
188,36431,test,nonfraud,0.0694637401699588,1
189,36461,test,nonfraud,0.0953314471921654,1
190,36504,test,nonfraud,0.119410362746817,1
191,36583,test,nonfraud,0.0816583105677672,1
192,36780,test,nonfraud,0.0706925342123698,1
193,36959,test,nonfraud,0.0998203794445694,1
194,37393,test,nonfraud,0.0736014271466207,1
195,37634,test,nonfraud,0.123617390440448,1
196,37677,test,nonfraud,0.120965133836405,1
197,37865,test,nonfraud,0.102480136952793,1
198,37886,test,fraud,0.0717367016008868,1
199,38231,test,nonfraud,0.0915606627430173,1
200,38319,test,fraud,0.120538844414133,1
201,38366,test,nonfraud,0.0900979816604398,1
202,38375,test,fraud,0.100020956629096,1
203,38624,test,nonfraud,0.126011566459791,1
204,38626,test,nonfraud,0.0851507341761734,1
205,39006,test,nonfraud,0.147254419961864,1
206,39594,test,nonfraud,0.10468835003002,1
207,39640,test,nonfraud,0.07848941806622,1
208,39718,test,nonfraud,0.0773200280383529,1
209,39799,test,nonfraud,0.069383294814017,1
210,39835,test,nonfraud,0.0940540059338662,1
211,39913,test,nonfraud,0.0954353167178776,1
212,40002,test,nonfraud,0.0786378794585628,1
213,40363,test,nonfraud,0.102437427273607,1
214,40367,test,nonfraud,0.0914837611237408,1
215,40562,test,nonfraud,0.0789417843849321,1
216,40645,test,nonfraud,0.0928170653064864,1
217,40707,test,nonfraud,0.0718984284796437,1
218,40818,test,nonfraud,0.0963127674748348,1
219,41418,test,nonfraud,0.117100847119213,1
220,41619,test,fraud,0.167483933809044,1
221,41777,test,nonfraud,0.0736054546463685,1
222,42012,test,nonfraud,0.135692730086647,1
223,42013,test,nonfraud,0.201689726068434,1
224,42036,test,nonfraud,0.105561542935219,1
225,42130,test,nonfraud,0.080113668650572,1
226,42344,test,nonfraud,0.0717497811207066,1
227,42585,test,nonfraud,0.136517924412328,1
228,42621,test,nonfraud,0.11250604473405,1
229,42675,test,nonfraud,0.0766404805150364,1
230,42679,test,nonfraud,0.0744049584612981,1
231,42745,test,nonfraud,0.110236468056686,1
232,42936,test,nonfraud,0.0718002903194353,1
233,42957,test,nonfraud,0.0732466822264913,1
234,42967,test,nonfraud,0.117045447753296,1
235,43188,test,nonfraud,0.0700228599902678,1
236,43436,test,nonfraud,0.0712292998576972,1
237,43510,test,nonfraud,0.186866535645479,1
238,43693,test,nonfraud,0.0957974644669437,1
239,44221,test,nonfraud,0.0779262967228069,1
240,44315,test,nonfraud,0.124181324375954,1
241,44537,test,nonfraud,0.100695509145206,1
242,44682,test,nonfraud,0.107556591357292,1
243,45161,test,nonfraud,0.14859983047745,1
244,45202,test,nonfraud,0.0707787378824294,1
245,45290,test,nonfraud,0.0730242111038964,1
246,45457,test,nonfraud,0.110688533450491,1
247,45722,test,nonfraud,0.0723507651122021,1
248,45786,test,fraud,0.129527537564033,1
249,45862,test,nonfraud,0.0907531544959475,1
250,46148,test,nonfraud,0.0969980236777934,1
251,46408,test,nonfraud,0.108192725168097,1
252,46444,test,nonfraud,0.0944167329615263,1
253,46462,test,nonfraud,0.0823093476497299,1
254,46558,test,fraud,0.129121563858903,1
255,46740,test,fraud,0.0890342743715033,1
256,47105,test,nonfraud,0.12016791325828,1
257,47196,test,nonfraud,0.103435501002595,1
258,47638,test,nonfraud,0.254907214913804,1
259,47705,test,fraud,0.156541891102989,1
260,48138,test,nonfraud,0.0715042012482215,1
261,48219,test,nonfraud,0.096629317918287,1
262,48300,test,nonfraud,0.130229958122041,1
263,48488,test,nonfraud,0.0955752652618082,1
264,48540,test,nonfraud,0.0798576370499525,1
265,48674,test,nonfraud,0.0706778363303999,1
266,48730,test,nonfraud,0.0734837397233798,1
267,49262,test,nonfraud,0.128501550750802,1
268,49303,test,nonfraud,0.0823536452936626,1
269,49443,test,nonfraud,0.0704136408272815,1
270,49610,test,nonfraud,0.0714733383135648,1
271,49731,test,nonfraud,0.0706086506228901,1
272,49889,test,nonfraud,0.0727869954879947,1
273,49978,test,nonfraud,0.106304012097522,1
274,50268,test,nonfraud,0.0758489769771315,1
275,50347,test,nonfraud,0.0802426003530103,1
276,50515,test,nonfraud,0.106223397008824,1
277,50631,test,nonfraud,0.0708889387958424,1
278,50872,test,nonfraud,0.0736442517631179,1
279,50990,test,nonfraud,0.092159312085748,1
280,51036,test,nonfraud,0.0696960745164982,1
281,51185,test,nonfraud,0.0879352522514483,1
282,51494,test,nonfraud,0.0791758191962526,1
283,51555,test,nonfraud,0.0708249910488683,1
284,51561,test,nonfraud,0.0753223920789285,1
285,51674,test,nonfraud,0.140631892499249,1
286,51716,test,nonfraud,0.233732572818352,1
287,51975,test,nonfraud,0.0799757097755849,1
288,52641,test,nonfraud,0.0746275893525504,1
289,53036,test,nonfraud,0.0920140304164385,1
290,53094,test,nonfraud,0.0762486809918332,1
291,53500,test,nonfraud,0.0731679429611912,1
292,53612,test,fraud,0.18423166773319,1
293,53720,test,nonfraud,0.0869987922923239,1
294,53760,test,nonfraud,0.0936868139540052,1
295,53924,test,nonfraud,0.0977472886334804,1
296,53972,test,fraud,0.23437158678303,1
297,54008,test,nonfraud,0.104278043111619,1
298,54222,test,nonfraud,0.0995551756898388,1
299,54321,test,nonfraud,0.0701546376890488,1
300,54653,test,nonfraud,0.109869548350149,1
301,54687,test,nonfraud,0.0725936103249053,1
302,54781,test,nonfraud,0.0714588468376331,1
303,54817,test,nonfraud,0.270625114958724,1
304,55074,test,nonfraud,0.157721575948481,1
305,55232,test,fraud,0.182062036866013,1
306,55303,test,nonfraud,0.0693386531013724,1
307,55333,test,nonfraud,0.0797446975727103,1
308,55549,test,nonfraud,0.103571060190058,1
309,55557,test,nonfraud,0.258367729694798,1
310,55703,test,nonfraud,0.146435119736087,1
311,55928,test,nonfraud,0.0807973581698479,1
312,55934,test,nonfraud,0.139374286550616,1
313,56301,test,fraud,0.0874624516341184,1
314,56369,test,nonfraud,0.0879360762682675,1
315,56409,test,nonfraud,0.0869714019573855,1
316,56695,test,nonfraud,0.104298234581355,1
317,56742,test,nonfraud,0.0707844209206847,1
318,56861,test,nonfraud,0.130817418984307,1
319,56993,test,nonfraud,0.0791315782838937,1
320,57011,test,nonfraud,0.100234663768396,1
321,57212,test,nonfraud,0.082625468903388,1
322,57539,test,nonfraud,0.0799736853124724,1
323,57601,test,nonfraud,0.0737815989281423,1
324,58000,test,nonfraud,0.108268567728933,1
325,58062,test,nonfraud,0.108268567728933,1
326,58063,test,nonfraud,0.108268567728933,1
327,58232,test,nonfraud,0.0725900184615445,1
328,58333,test,nonfraud,0.0803835104045966,1
329,58469,test,nonfraud,0.106850943789532,1
330,58496,test,fraud,0.120807875978277,1
331,58625,test,nonfraud,0.070359349545975,1
332,58632,test,nonfraud,0.230057306943751,1
333,58833,test,nonfraud,0.0921880703719102,1
334,58979,test,nonfraud,0.106232859524133,1
335,59107,test,nonfraud,0.103136337849486,1
336,59341,test,nonfraud,0.0774312134957943,1
337,59769,test,nonfraud,0.169227967532667,1
338,59791,test,fraud,0.0774815574247125,1
339,59940,test,nonfraud,0.0709781479516735,1
340,60090,test,nonfraud,0.072048028286829,1
341,60747,test,nonfraud,0.0694795978878625,1
342,61070,test,nonfraud,0.105440070394995,1
343,61360,test,nonfraud,0.173215492938308,1
344,61571,test,nonfraud,0.0730424689244491,1
345,61618,test,fraud,0.091376231756117,1
346,61864,test,nonfraud,0.102155035309587,1
347,61896,test,nonfraud,0.0820819532721428,1
348,62195,test,nonfraud,0.0747564994725203,1
349,62801,test,nonfraud,0.0824428151166433,1
350,62832,test,nonfraud,0.100816923991513,1
351,63190,test,nonfraud,0.0813334545123501,1
352,63466,test,nonfraud,0.0731843723782626,1
353,63831,test,fraud,0.0943178484716082,1
354,63947,test,nonfraud,0.0803336617877072,1
355,64232,test,nonfraud,0.112728822383539,1
356,64722,test,nonfraud,0.0796374350814457,1
357,65366,test,nonfraud,0.0862996545324588,1
358,65680,test,nonfraud,0.188269494399384,1
359,66020,test,nonfraud,0.105958286269614,1
360,66373,test,nonfraud,0.0824084779806253,1
361,66811,test,fraud,0.167086351603326,1
362,66817,test,nonfraud,0.109992736901326,1
363,66941,test,nonfraud,0.10690691014187,1
364,67106,test,nonfraud,0.0705741855880287,1
365,67142,test,fraud,0.0892336071464258,1
366,67270,test,nonfraud,0.0749486994043486,1
367,67401,test,nonfraud,0.196907757984197,1
368,67410,test,nonfraud,0.0725027840061589,1
369,67493,test,nonfraud,0.0719192392320892,1
370,67494,test,nonfraud,0.115805290397154,1
371,68278,test,nonfraud,0.072434455708428,1
372,69076,test,nonfraud,0.0780695802149393,1
373,69268,test,nonfraud,0.0700103386854727,1
374,69446,test,nonfraud,0.102247691674437,1
375,69535,test,nonfraud,0.0959560055741801,1
376,69941,test,nonfraud,0.112774360406172,1
377,69998,test,nonfraud,0.091282476502918,1
378,70758,test,nonfraud,0.0872711669982818,1
379,70869,test,fraud,0.0724199185692453,1
380,71386,test,nonfraud,0.129061324236013,1
381,72250,test,nonfraud,0.0861456077873583,1
382,72899,test,nonfraud,0.0748127110800262,1
383,73996,test,nonfraud,0.0724835053552566,1
384,74267,test,nonfraud,0.0728993555874578,1
385,74268,test,nonfraud,0.0728993555874578,1
386,74540,test,nonfraud,0.0818238085685678,1
387,74713,test,nonfraud,0.0971633824496357,1
388,74852,test,nonfraud,0.0692897281135356,1
389,74881,test,nonfraud,0.0699618822039597,1
390,76144,test,nonfraud,0.110110764045396,1
391,76451,test,nonfraud,0.120071436579623,1
392,76709,test,fraud,0.0826789061193676,1
393,76822,test,nonfraud,0.103833977693765,1
394,76887,test,nonfraud,0.0792087262832708,1
395,76907,test,nonfraud,0.0835984535036696,1
396,77480,test,nonfraud,0.0837787127543978,1
397,78076,test,nonfraud,0.163409165271081,1
398,78336,test,nonfraud,0.0993441755404691,1
399,79112,test,nonfraud,0.0776088325289056,1
400,79395,test,nonfraud,0.0736371506095858,1
401,80464,test,nonfraud,0.106711007674263,1
402,80546,test,nonfraud,0.116224313225164,1
403,81640,test,nonfraud,0.0704645088625001,1
404,81984,test,nonfraud,0.0830238635219065,1
405,82074,test,nonfraud,0.0770252961878436,1
406,82077,test,nonfraud,0.089757740870592,1
407,82233,test,nonfraud,0.0740808822045838,1
408,83897,test,nonfraud,0.0695420953700976,1
409,84134,test,nonfraud,0.0892723331797216,1
410,84383,test,nonfraud,0.0698998265650194,1
411,84412,test,nonfraud,0.117571000453367,1
412,84645,test,nonfraud,0.104820175164589,1
413,84835,test,nonfraud,0.0763919731371605,1
414,85800,test,nonfraud,0.0901469050711027,1
415,85827,test,nonfraud,0.0901469050711027,1
416,86025,test,nonfraud,0.0806610289749591,1
417,86492,test,nonfraud,0.126194853495436,1
418,86926,test,nonfraud,0.127066932108267,1
419,86997,test,nonfraud,0.111844291863264,1
420,87104,test,nonfraud,0.0718894705800175,1
421,87307,test,nonfraud,0.0888903313058539,1
422,88018,test,fraud,0.0762669882217267,1
423,88051,test,nonfraud,0.0728567851028959,1
424,88558,test,nonfraud,0.129406272221089,1
425,88748,test,nonfraud,0.169565186845869,1
426,89432,test,nonfraud,0.0802722852750849,1
427,89449,test,nonfraud,0.0983395916773319,1
428,89563,test,nonfraud,0.0829520534431092,1
429,89858,test,nonfraud,0.0986974164351823,1
430,89981,test,nonfraud,0.0826379053770343,1
431,90442,test,fraud,0.270707831272121,1
432,90738,test,nonfraud,0.0884770759974817,1
433,90804,test,nonfraud,0.08779013920452,1
434,91204,test,nonfraud,0.091678626208295,1
435,92968,test,nonfraud,0.0807790487817401,1
436,93005,test,nonfraud,0.123190807839707,1
437,93321,test,nonfraud,0.107943389687404,1
438,93438,test,nonfraud,0.0790656560768398,1
439,93478,test,nonfraud,0.0911044571222387,1
440,93672,test,nonfraud,0.0979563867727469,1
441,93998,test,nonfraud,0.148563893476366,1
442,94197,test,nonfraud,0.146588147814068,1
443,94541,test,nonfraud,0.106523975962356,1
444,94600,test,nonfraud,0.08510956093036,1
445,94971,test,nonfraud,0.145170740666964,1
446,95128,test,nonfraud,0.098255592428586,1
447,95213,test,nonfraud,0.0857713717953712,1
448,95458,test,nonfraud,0.0747541749824831,1
449,95480,test,nonfraud,0.0961985674926048,1
450,95559,test,nonfraud,0.0779894981163861,1
451,95877,test,fraud,0.17018861669726,1
452,96976,test,nonfraud,0.125382353900402,1
453,97060,test,nonfraud,0.0733560566759162,1
454,97081,test,nonfraud,0.0995814893780592,1
455,97297,test,nonfraud,0.0925022423717813,1
456,97556,test,nonfraud,0.125523470459802,1
457,97753,test,nonfraud,0.0971894300409897,1
458,98513,test,nonfraud,0.0886781432958829,1
459,98772,test,nonfraud,0.0848192342005676,1
460,99224,test,nonfraud,0.106826997480902,1
461,99757,test,nonfraud,0.0911845955738671,1
462,99807,test,nonfraud,0.11727059841236,1
463,100169,test,nonfraud,0.102001179826835,1
464,100205,test,nonfraud,0.0830359144967198,1
465,100453,test,nonfraud,0.0918195659985759,1
466,100498,test,nonfraud,0.0714640150981804,1
467,101469,test,nonfraud,0.22957368112695,1
468,101809,test,nonfraud,0.113096288566468,1
469,102885,test,nonfraud,0.091764839100795,1
470,102941,test,nonfraud,0.119197037688871,1
471,103039,test,nonfraud,0.0916516222544992,1
472,103220,test,nonfraud,0.0704697679835922,1
473,103223,test,nonfraud,0.0931866763539127,1
474,103406,test,nonfraud,0.0761675091845347,1
475,103470,test,nonfraud,0.0751302829671539,1
476,104059,test,nonfraud,0.117342984503118,1
477,104144,test,nonfraud,0.0735419253807388,1
478,104183,test,nonfraud,0.0977343224847073,1
479,104634,test,nonfraud,0.0860088660330167,1
480,104972,test,nonfraud,0.0754712190492595,1
481,105118,test,nonfraud,0.0795362474005987,1
482,105164,test,nonfraud,0.13550479256463,1
483,105189,test,nonfraud,0.0797908806755294,1
484,105360,test,nonfraud,0.272233976595656,1
485,105795,test,nonfraud,0.0728262423738964,1
486,106890,test,nonfraud,0.0836109481522866,1
487,107006,test,nonfraud,0.0702118878439336,1
488,107574,test,fraud,0.0968411514836609,1
489,107745,test,nonfraud,0.0772355445858733,1
490,107819,test,nonfraud,0.0748896479265672,1
491,108276,test,nonfraud,0.0793651724883825,1
492,108620,test,nonfraud,0.0729973655134393,1
493,108710,test,nonfraud,0.0705194114982,1
494,109434,test,nonfraud,0.0694713869465226,1
495,109732,test,nonfraud,0.0841285421440377,1
496,110048,test,nonfraud,0.272682999688046,1
497,110058,test,nonfraud,0.0814577318569818,1
498,110908,test,nonfraud,0.088634369470127,1
499,110941,test,nonfraud,0.144704536161353,1
500,110946,test,nonfraud,0.0789654284264436,1
